name,role_name,team_value,championships,value_rank,brand_value,sport_value,market_value,debt_to_value,operating_income,revenue,gate_receipts,revenue_per_fan,metro_area_pop,capacity,average_ticket_price,profile,gender,birthdate,mvp_index,reach_score,engagement_score,conversation_score,primary_role,role_name,status,delta_mvp_index,delta_reach_score,delta_engagement_score,delta_conversation_score,facebook_comment_rate,facebook_likes,facebook_post_like_rate,facebook_post_rate,facebook_share_rate,facebook_talking_about,google_plus_activities,google_plus_plus_ones,google_plus_replies,google_plus_shares,instagram_followers,instagram_following,instagram_photos,twitter_followers,twitter_following,twitter_mentions,twitter_mention_rate,twitter_retweet_rate,twitter_tweets,you_tube_interactions,you_tube_subscribers,you_tube_videos,you_tube_views
Ag2r-La Mondiale,Cycling,,,,,,,,,,,,,,,,null,null,0.544863662,6.192410662,4.704862588,6.75669667,112,Cycling,active,0.000473929,-0.002629946,0.012108519,0,527,154141,28294,51,1250,3791,null,null,null,null,44963,167,875,56466,437,null,52,168,12491,2168,4150,394,1271861
Lampre-Merida,Cycling,,,,,,,,,,,,,,,,null,null,0.524516416,4.994763452,5.495564864,7.949860117,112,Cycling,active,0.000121194,-0.00374037,0.00616425,0,395,74837,23316,320.5,1473,2512,null,4,0,0,null,null,null,59037,156,null,184,1756,11990,1070,3650,10,274179
IAM Cycling,Cycling,,,,,,,,,,,,,,,,null,null,0.403740497,1.863003838,6.211806096,5.72108531,112,Cycling,active,-0.001479225,-0.001412527,-0.028171966,0,151,36583,7174,94,586,964,null,0,0,0,null,null,null,null,null,null,null,null,null,162,807,20,17380
Cofidis Solutions Crí©dits,Cycling,,,,,,,,,,,,,,,,null,null,0.370133874,3.984026116,3.418651362,8.059798111,112,Cycling,active,-0.002486855,-0.004527957,-0.04520914,0,452,62829,13418,59,1140,3351,null,null,null,null,14681,49,490,33018,124,null,93,14,4445,null,null,null,null
Team Europcar,Cycling,,,,,,,,,,,,,,,,null,null,0.318880505,4.903851358,1.473758741,6.376799146,112,Cycling,active,-0.000496593,-0.003831849,-0.006100005,0,65,140809,3894,6,138,198,null,635,91,29,11036,30,103,null,null,null,null,null,null,575,1612,12,81388
Team NetApp-Endura,Cycling,,,,,,,,,,,,,,,,null,null,0.243648482,2.098442744,2.774526897,6.383980668,112,Cycling,active,-0.003048487,0.000281153,-0.061250898,0,369,46494,15164,62,699,3434,null,null,null,null,null,null,null,1,0,null,0,5,910,72,265,5,11363
Belkin Pro Cycling Team,Cycling,,,,,,,,,,,,,,,,null,null,0.182934593,1.924160838,1.734531015,6.497027566,112,Cycling,active,0.00042019,0.002893792,0.005510005,0,null,null,null,null,null,null,null,78,7,13,null,null,null,955,91,null,0,19,14736,1592,5892,102,438285
Bretagne-Sí©chí© Environnement,Cycling,,,,,,,,,,,,,,,,null,null,0.161145914,1.21249391,2.010424369,6.638228334,112,Cycling,active,-0.001002194,-0.003319583,-0.016724306,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
USA Sevens Team,Extreme Sports (All),,,,,,,,,,,,,,,,null,null,0.773155374,7.850855505,7.612251973,7.879536953,105,Extreme Sports (All),active,0.003330291,0.004381178,0.06222465,0,1717,366017,236488,78,96592,143058,null,null,null,null,43843,258,1009,49044,4151,null,1585,3655,8210,5310,2425,101,5139109
Oregon Ducks,Football (Heisman),,,,,,,,,,,,,,,,null,null,0.750710687,8.387083355,6.627130377,6.585672213,108,Football (Heisman),active,0.001514901,-0.000361632,0.030659645,0,534,364424,49445,46,1973,18468,null,null,null,null,48147,398,691,110927,11226,null,1312,1542,6636,null,null,null,null
Arizona Wildcats,Football (Heisman),,,,,,,,,,,,,,,,null,null,0.748423795,7.395001926,7.573473971,7.139965397,108,Football (Heisman),active,0.00122596,0.00036524,0.024153959,0,769,165768,59128,48,9556,10224,null,2725,342,307,26794,50,860,67098,201,null,347,4843,22433,7155,13565,2571,8787724
Wisconsin Badgers,Football (Heisman),,,,,,,,,,,,,,,,null,null,0.722879548,6.039858497,8.417732459,6.376799146,108,Football (Heisman),active,0.000564233,0.000738931,0.010545736,0,null,null,null,null,null,null,null,null,null,null,null,null,null,119126,2341,null,1683,9991,45276,null,null,null,null
Indiana Hoosiers,Football (Heisman),,,,,,,,,,,,,,,,null,null,0.69421442,5.80503325,8.079255142,6.729794877,108,Football (Heisman),active,-0.000383502,0.0024832,-0.01015324,0,1880,127784,174381,172,23118,26493,null,4059,184,254,5818,17,1308,42908,102,null,314,4250,34037,0,7013,5258,6079544
Miami Hurricanes,Football (Heisman),,,,,,,,,,,,,,,,null,null,0.664628103,5.327882905,7.964679146,6.68297521,108,Football (Heisman),active,0.000244321,-0.00079869,0.005685108,0,null,null,null,null,null,null,null,null,null,null,null,null,null,89070,992,null,1534,5470,45044,null,null,null,null
Ohio State Buckeyes,Football (Heisman),,,,,,,,,,,,,,,,null,null,0.648438548,6.942086252,6.026684706,8.345135799,108,Football (Heisman),active,0.001808796,0.000444538,0.035731377,0,null,null,null,null,null,null,null,null,null,null,null,null,null,177319,607,null,1843,1815,13145,null,null,null,null
Alabama Crimson Tide,Football (Heisman),,,,,,,,,,,,,,,,null,null,0.611677118,7.697592633,4.535949736,8.011171278,108,Football (Heisman),active,0.002245537,-0.000254285,0.045165029,0,141,528931,7432,27,1278,4482,null,null,null,null,null,null,null,84579,292,null,560,992,7956,null,null,null,null
Mississippi State Bulldogs,Football (Heisman),,,,,,,,,,,,,,,,null,null,0.563467822,6.213813147,5.055543292,7.589425046,108,Football (Heisman),active,-0.000717761,0.001426298,-0.015781509,0,462,150517,29302,75,4775,14654,null,null,null,null,null,null,null,77946,164,null,808,1376,4665,0,0,0,0
Washington Huskies,Football (Heisman),,,,,,,,,,,,,,,,null,null,0.557583252,5.527411234,5.624253802,6.173380483,108,Football (Heisman),active,0.001902072,0.000820815,0.037220619,0,null,null,null,null,null,null,null,null,null,null,null,null,null,96565,1858,null,1498,1552,9937,null,null,null,null
Baylor Bears,Football (Heisman),,,,,,,,,,,,,,,,null,null,0.540585291,4.459589614,6.352116211,9.175468314,108,Football (Heisman),active,0.000274464,0.002943364,0.002545918,0,null,null,null,null,null,null,null,null,null,null,null,null,null,62870,322,null,1266,3621,9181,null,null,null,null
TCU Horned Frogs,Football (Heisman),,,,,,,,,,,,,,,,null,null,0.530156375,5.490205922,5.112921579,6.243686767,108,Football (Heisman),active,-0.000407,-0.000777414,-0.00736259,0,null,null,null,null,null,null,null,null,null,null,null,null,null,71848,1288,null,2185,93,8168,null,null,null,null
Florida State Seminoles,Football (Heisman),,,,,,,,,,,,,,,,null,null,0.512576565,4.557796807,5.693734489,6.936668005,108,Football (Heisman),active,0.001017568,0.001214632,0.019136734,0,null,null,null,null,null,null,null,null,null,null,null,null,null,65414,555,null,739,1362,17259,null,null,null,null
Denver Broncos,Football (NFL),,,,,,,,,,,,,,,,null,null,0.809262323,8.210158624,7.975087834,8.02822105,71,Football (NFL),active,0.003361352,-0.000403047,0.067630078,0,6179,4352393,2216825,264,261050,302757,null,12885,2490,614,1142756,145,3031,1695445,6274,null,21030,65771,34140,null,null,null,null
New England Patriots,Football (NFL),,,,,,,,,,,,,,,,null,null,0.803842336,8.740738866,7.336107856,7.276459405,71,Football (NFL),active,0.004721766,0.000690383,0.093744931,0,2412,6485330,1188798,100,116304,306936,null,309571,49881,19917,1895977,97,3433,2353955,142,null,13150,42922,33525,null,null,null,null
Dallas Cowboys,Football (NFL),,,,,,,,,,,,,,,,null,null,0.784597551,8.73109878,6.960852248,6.497027566,71,Football (NFL),active,0.007374158,3.08E-05,0.147452374,0,3183,8214087,804380,140,82748,227861,null,441545,67837,22799,1628785,5,1754,1642051,176,null,9979,33695,36159,null,null,null,null
Pittsburgh Steelers,Football (NFL),,,,,,,,,,,,,,,,null,null,0.746282675,7.908240192,7.017413307,6.596708339,71,Football (NFL),active,0.007965442,0.000160197,0.159148646,0,3769,6311422,975347,179,100126,187188,null,456411,50112,21829,12555,null,22,1239180,231,null,7363,50258,21895,null,null,null,null
Green Bay Packers,Football (NFL),,,,,,,,,,,,,,,,null,null,0.739680688,8.197939097,6.595674667,6.267197113,71,Football (NFL),active,0.005857581,-7.69E-06,0.117159313,0,3301,5232456,959760,148,75992,151869,null,298123,41231,15809,1051689,36,1802,1249503,95,null,6128,28209,34162,null,null,null,null
Seattle Seahawks,Football (NFL),,,,,,,,,,,,,,,,null,null,0.734557777,8.235185161,6.455970375,6.6604994,71,Football (NFL),active,0.00041817,1.93E-05,0.008344133,0,2832,3913888,711651,126,36638,50498,null,323573,43434,15545,1648706,209,4138,1244095,746,null,7062,21492,55568,null,null,null,null
Carolina Panthers,Football (NFL),,,,,,,,,,,,,,,,null,null,0.731102577,7.756008858,6.866042674,6.885389052,71,Football (NFL),active,7.95E-05,-2.38E-05,0.00161327,0,2450,2307531,1055530,99,83758,134805,null,258361,32262,14039,1167386,85,2887,1375697,1738,null,5328,38493,44471,null,null,null,null
Baltimore Ravens,Football (NFL),,,,,,,,,,,,,,,,null,null,0.714307389,7.008904291,7.27724348,6.497027566,71,Football (NFL),active,0.001620824,8.96E-05,0.032326887,0,5226,2330871,817799,232,124364,101618,null,193431,25903,10093,602315,39,2751,753101,67,null,10831,66004,46541,7312,13990,476,2439855
San Francisco 49ers,Football (NFL),,,,,,,,,,,,,,,,null,null,0.688035687,8.122232694,5.63848104,6.403378221,71,Football (NFL),active,0.002561443,-0.000241214,0.051470065,0,3266,4239013,274900,157,15924,58352,null,351045,41417,13503,1287683,69,4104,1170593,136,null,6360,20904,27480,null,null,null,null
New Orleans Saints,Football (NFL),,,,,,,,,,,,,,,,null,null,0.687324032,7.603412254,6.143068393,7.699311502,71,Football (NFL),active,0.000267406,-1.74E-05,0.005365525,0,2465,4063935,557098,127,81255,83013,null,63826,15961,4658,602738,118,2759,829476,916,null,5502,22080,45755,null,null,null,null
Philadelphia Eagles,Football (NFL),,,,,,,,,,,,,,,,null,null,0.686585883,7.526616438,6.205101227,7.655636131,71,Football (NFL),active,-0.003451192,0.000204575,-0.069228421,0,3569,2985988,271545,185,34584,89920,null,151585,28049,10977,784839,99,2735,1019852,142,null,10213,35777,34562,0,0,0,0
Oakland Raiders,Football (NFL),,,,,,,,,,,,,,,,null,null,0.683411915,7.400223153,6.268015153,6.75669667,71,Football (NFL),active,0.002362138,0.000148559,0.047094209,0,3978,3136381,781021,221,57102,31598,null,0,0,0,797809,103,3002,637543,409,null,11200,34858,35051,null,null,null,null
Washington Redskins,Football (NFL),,,,,,,,,,,,,,,,null,null,0.654287892,6.581052839,6.504704995,7.142599446,71,Football (NFL),active,0.002509282,-2.23E-05,0.050207938,0,5602,1926013,588745,263,71888,130519,null,null,null,null,463821,68,3925,675716,1783,null,7138,27764,40328,null,null,null,null
Chicago Bears,Football (NFL),,,,,,,,,,,,,,,,null,null,0.650541557,7.604080968,5.406750173,6.733635443,71,Football (NFL),active,0.006096745,0.000396925,0.121537968,0,3087,4086156,535277,139,70705,52428,null,4183,448,282,504768,86,972,978204,194,null,4202,21442,23866,null,null,null,null
Indianapolis Colts,Football (NFL),,,,,,,,,,,,,,,,null,null,0.637187352,6.591091424,6.152655612,8.50347132,71,Football (NFL),active,0.002374868,0.000204163,0.047293197,0,2966,2275511,635740,137,134990,38730,null,38754,6410,2474,415521,70,4368,550738,137,null,6698,29698,22971,null,null,null,null
New York Giants,Football (NFL),,,,,,,,,,,,,,,,null,null,0.633209454,7.161093604,5.503095481,5.884734938,71,Football (NFL),active,0.004615338,0.000228793,0.092077957,0,3677,3869806,452859,179,39820,81498,null,6426,3641,1004,32302,69,1265,998457,684,null,6727,27042,19721,null,null,null,null
New York Jets,Football (NFL),,,,,,,,,,,,,,,,null,null,0.625552282,6.714318737,5.796726911,6.420195731,71,Football (NFL),active,0.002195355,-0.000427901,0.044334991,0,2953,1921256,334719,145,31845,62108,null,1966,1279,273,423905,65,2336,906109,12764,null,6217,16452,42854,null,null,null,null
Houston Texans,Football (NFL),,,,,,,,,,,,,,,,null,null,0.616226497,7.086797612,5.237732335,7.598053908,71,Football (NFL),active,0.002362165,0.000519631,0.04672366,0,2796,2091768,266539,152,24520,37583,null,29453,6426,2417,723167,91,2609,840760,312,null,8425,16074,34477,null,null,null,null
San Diego Chargers,Football (NFL),,,,,,,,,,,,,,,,null,null,0.608695986,6.250041322,5.9238784,6.497027566,71,Football (NFL),active,0.001337833,-0.000290873,0.027047532,0,2859,1691810,328027,136,26415,39969,null,21924,3620,1271,431268,103,1559,521515,29203,null,2684,17055,32228,null,null,null,null
Minnesota Vikings,Football (NFL),,,,,,,,,,,,,,,,null,null,0.593956268,6.409945586,5.469179781,6.173380483,71,Football (NFL),active,0.00099832,0.0003214,0.01964501,0,4443,1958201,496227,211,38999,92106,null,65636,17856,2865,382904,51,3441,598406,240,null,4184,13044,31025,null,null,null,null
Detroit Lions,Football (NFL),,,,,,,,,,,,,,,,null,null,0.591459919,6.490313503,5.338884883,6.405648766,71,Football (NFL),active,0.00127418,0.000416492,0.025067117,0,3604,1876434,286098,202,66046,12490,null,49237,9168,2223,392329,108,2284,720479,713,null,3197,17828,35108,null,null,null,null
Miami Dolphins,Football (NFL),,,,,,,,,,,,,,,,null,null,0.590694495,6.692128367,5.12176154,6.497027566,71,Football (NFL),active,-0.000738216,0.000143059,-0.014907385,0,3153,2136952,229486,142,19301,17664,null,77869,7589,3080,528165,5,3243,573745,2646,null,7892,17202,30149,null,null,null,null
Cleveland Browns,Football (NFL),,,,,,,,,,,,,,,,null,null,0.584042657,5.76846303,5.912390119,6.497027566,71,Football (NFL),active,0.001014788,0.000750288,0.019545466,0,3626,1211862,150128,167,35545,89409,null,null,null,null,316422,86,2711,592400,298,null,23683,20322,25421,null,null,null,null
Atlanta Falcons,Football (NFL),,,,,,,,,,,,,,,,null,null,0.575161946,6.285615906,5.217623019,6.617845141,71,Football (NFL),active,0.00310237,-0.000313736,0.062361138,0,2835,1810329,369784,124,68152,38213,null,56381,12382,3254,450329,120,2785,null,null,null,null,null,null,14109,22006,2013,7352545
Arizona Cardinals,Football (NFL),,,,,,,,,,,,,,,,null,null,0.549660674,5.928084072,5.065129399,6.497027566,71,Football (NFL),active,0.00397338,0.000154296,0.079313309,0,3024,1355023,442650,180,24293,55981,null,78497,7253,3160,430459,152,3424,443165,249,null,4132,13742,23012,null,null,null,null
Buffalo Bills,Football (NFL),,,,,,,,,,,,,,,,null,null,0.511483676,5.188595972,5.041077553,6.497027566,71,Football (NFL),active,0.002319307,6.55E-05,0.046320687,0,2340,807298,240908,109,23649,42931,null,38115,6172,2225,283851,100,2721,507136,308,null,3844,14294,39957,null,null,null,null
Kansas City Chiefs,Football (NFL),,,,,,,,,,,,,,,,null,null,0.50373088,6.126903367,3.94771423,6.773285978,71,Football (NFL),active,0.001542561,0.000626439,0.030224783,0,1090,1467144,190593,46,18644,34251,null,3018,1291,330,412794,64,2322,574960,242,null,3270,8490,22873,null,null,null,null
Los Angeles Rams,Football (NFL),,,,,,,,,,,,,,,,null,1/1/36,0.452358901,4.771936723,4.275241292,7.423771739,71,Football (NFL),active,0.00225047,0.001631237,0.043378155,0,1738,708530,121656,82,14563,44648,null,250,47,30,268425,183,2652,367390,659,null,5997,4512,28852,null,null,null,null
Jacksonville Jaguars,Football (NFL),,,,,,,,,,,,,,,,null,null,0.447332451,4.274159842,4.67248918,6.423470795,71,Football (NFL),active,0.001171046,0.000749179,0.022671743,0,1939,567049,135893,96,17220,25257,null,40086,4117,1610,220265,168,3376,306904,598,null,3202,9280,39259,null,null,null,null
Tampa Bay Buccaneers,Football (NFL),,,,,,,,,,,,,,,,null,null,0.447100965,4.848665697,4.093353611,7.368664678,71,Football (NFL),active,0.002089328,0.000821291,0.040965273,0,2722,903190,124177,142,16372,19743,null,10804,2909,705,201767,104,2272,395457,316,null,2135,11202,25673,null,null,null,null
Tennessee Titans,Football (NFL),,,,,,,,,,,,,,,,null,null,0.411467056,4.541611638,3.687729491,6.497027566,71,Football (NFL),active,0.003173902,0.000545007,0.062933034,0,2397,896301,168539,127,21148,19623,null,48853,6870,2290,193015,127,2100,null,null,null,null,null,null,null,null,null,null
Cincinnati Bengals,Football (NFL),,,,,,,,,,,,,,,,null,null,0.361288382,4.795429787,2.43033786,7.116849479,71,Football (NFL),active,-0.000228643,0.000729084,-0.005301943,0,805,1177554,80152,43,7988,19196,null,210,368,29,13272,null,30,508098,147,null,1853,3744,14245,null,null,null,null
USA,Golf (Men - PGA TOUR),,,,,,,,,,,,,,,,null,null,0,0,0,8.422012634,75,Golf (Men - PGA TOUR),active,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Chicago Blackhawks,Hockey (NHL),,,,,,,,,,,,,,,,null,null,0.894839607,9.115414075,8.781378063,9.17335475,74,Hockey (NHL),active,-0.000382991,-2.49E-05,-0.007634912,0,3352,2896072,1064070,148,165002,148349,null,49365,7460,3032,935029,69,2440,1251367,2226,null,20928,106790,45083,52963,38189,514,14897558
Pittsburgh Penguins,Hockey (NHL),,,,,,,,,,,,,,,,null,null,0.870722231,8.670349071,8.744095547,7.76546778,74,Hockey (NHL),active,0.001782065,-9.46E-05,0.035735935,0,5198,1876852,1198468,217,154147,128915,null,20659,2370,1688,615259,26,4357,766322,163,null,17175,100405,56550,238,1588,11,34922
Detroit Red Wings,Hockey (NHL),,,,,,,,,,,,,,,,null,null,0.840414694,8.654785809,8.153508064,8.01223204,74,Hockey (NHL),active,-0.000906645,4.61E-05,-0.018179043,0,5498,2054502,948810,271,107006,101507,null,412,261,21,499686,102,3694,734585,568,null,12500,31689,48338,9497,17668,1222,4013372
New York Rangers,Hockey (NHL),"1,200",4,1,163,119,568,0,83.1,229,106,34,20,18006,83,"Madison Square Garden split into two publicly traded companies in October. MSG owns the sports teams (Rangers, Knicks, Liberty) and buildings (Madison Square Garden, Radio City Music Hall, The Forum in L.A.). MSG Networks owns the regional sports networks (MSG, MSG+). The enterprise value of MSG as of November was $2.96 billion. The Rangers and Knicks signed a 20-year contract extension with MSG to broadcast the teams' games.",null,null,0.825388249,8.531569737,7.976195251,7.096094031,74,Hockey (NHL),active,-0.004230972,-0.000214773,-0.08440467,0,2490,1558750,671119,102,52943,72495,null,7842,404,297,671045,20,3386,629762,5825,null,12572,59986,54348,3966,0,1391,1921941
